COD_DANE_DEPARTAMENTO;Departamento;Cod_sec retaria;SECRETARIA;COD_DANE_MUNICIPIO;MUNICIPIO;EST_ID;Codigo Dane EE;Nombre EE;SEDE_ID;Codigo Dane Sede;Nombre Sede;Dirección Sede;Zona
23;Córdoba;3781;CORDOBA;23855;Valencia;111412;123855000088;INSTITUCION EDUCATIVA MANUELA BELTRAN;75271;223855000457;PILON;CORREG. MATA DE MAÍZ;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21008;223090000411;INSTITUCION EDUCATIVA LORENZA ABAJO;75773;223090001085;ESC RUR MIX LA ESTRELLA;VEREDA LA ESTRELLA;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19844;223189000544;INSTITUCION EDUCATIVA SAN ANTONIO DE TACHIRA;63463;223189000102;ESC NVA DE SALGUERO;VDA SALGUERO;RURAL
23;Córdoba;3781;CORDOBA;23500;Moñitos;20809;223500000871;IE LORGIA DE ARCO;63180;223500000448;NORUEGA;VDA. NORUEGA;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14848;223574001063;INSTITUCION EDUCATIVA EL CONTENTO ARRIBA;76064;223574000695;QUEBRADA DE YUCA;QUEBRADA DE YUCA;RURAL
23;Córdoba;3781;CORDOBA;23672;San Antero;13914;123672000011;INST. EDUC. JULIO C. MIRANDA;73966;223672000458;ESC. NUEVA DE CISPATÁ;VEREDA DE CISPATÁ.;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14395;223807000631;CENTRO EDUCATIVO RURAL SANTA FE RALITO;74730;223807000461;ESC NVA DE MANTAGORDAL;CORREG. DE MANTAGORDAL;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14608;223466001669;INSTITUCION EDUCATIVA SIMON BOLIVAR;76803;223466001138;ESCUELA NVA. NTA. SRA  DEL CARMEN;VDA. LAS MARGARITAS;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14554;123807000033;INS EDU EL PARAISO;74753;223807000224;CENT EDUC RUR NVOS AIRES;VDA. NUEVOS AIRES;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26794;223068000342;CENT EDUC SANTO TOMAS DE AQUINO;75525;223068000016;ESC NVA SAN RAFAEL;VEREDA TREJOS;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19841;223189000030;C.E. LA DRAGA;63450;123189001759;ESC NVA BELLA VISTA # 1;VDA BELLAVISTA NO. 1;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14847;223574000822;CENTRO DOCENTE EL SILENCIO;76061;223574000644;AGUA VIVA;AGUA VIVA;RURAL
23;Córdoba;3781;CORDOBA;23675;San Bernardo Del Viento;14204;223675000068;CENTRO EDUCATIVO VILLA CLARA;61654;223675000998;VILLA DEL ROSARIO;VEREDA VILLA DEL ROSARIO;RURAL
23;Córdoba;3781;CORDOBA;23675;San Bernardo Del Viento;14204;223675000068;CENTRO EDUCATIVO VILLA CLARA;61653;223675000777;SAN RAFAEL DE GALAN;VEREDA SAN RAFAEL DE GALAN;RURAL
23;Córdoba;3781;CORDOBA;23678;San Carlos;14221;223678000212;CEDUC. EL CARMEN;74339;223678000051;CALLEMAR;CGTO. CALLEMAR;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21024;223162000950;I.E.DE SEVERA;63095;223162001328;ESC. MIXTA DE BERENGENA;CORREGIMIENTO DE SEVERA;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19849;223189001117;IE JOSE MARIA BERASTEGUI;61590;223189001702;ESC NVA SAN ANTONIO SEIS;VA SAN ANTONIO SEIS;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19838;223189000056;CENT EDUC PUNTA DE YAÑEZ;63471;223189000587;CENT DOC EL HIGAL;VDA EL HIGAL;RURAL
23;Córdoba;3781;CORDOBA;23500;Moñitos;20809;223500000871;IE LORGIA DE ARCO;63179;223500000766;VILLA CARMEN;VDA. VILLA CARMEN;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26799;223068001837;CENT EDUC CAÑO PRIETO;75313;223068000733;ESC SGDO CORAZÒN DE JESUS;BOCA DE LA SAL;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19838;223189000056;CENT EDUC PUNTA DE YAÑEZ;63440;223189000633;ESC NVA BOCA DE CATABRE;VDA BOCA DE CATABRE;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14851;223574001314;INSTITUCION EDUCATIVA SAN JOSE DEL PANTANO;76087;223574001021;ESC NVA ARROYO DE ARENA;VDA ARROYO DE ARENA;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;142237;223580000257;CENTRO EDUCATIVO PIO XII;76519;223580000331;ESC NVA NUEVO PENSAR;VDA LA PIEDRA;RURAL
23;Córdoba;3781;CORDOBA;23586;Purísima;13888;223586000208;IE LOS CORRALES;76680;223586000062;SAN PEDRO DE ARROYO HONDO;SAN PEDRO DE ARROYO HONDO;RURAL
23;Córdoba;3781;CORDOBA;23586;Purísima;13886;223586000127;IE ASERRADERO;76670;223586000615;PRETESTO;PRETESTO;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13904;223670000540;CENT EDUC PUEBLECITO SUR;76884;223670001775;ESC RUR MIX DE PEINE;CORREGIMIENTO PUEBLECITO SUR;RURAL
23;Córdoba;3781;CORDOBA;23672;San Antero;13915;123672000054;INST. EDUC. JOSO ANTONIO GALAN;152079;123672000402;ESC NVA SIERRA MORENA;B. SIERRA MORENA CLL ABAJO;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14541;223686000175;INST EDU DIVINO NIÑO;74402;223686000248;BONGA MELLA;CORREGIMIENTO BONGA MELLA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14401;223807001875;IE INMACULADA CARRIZOLA;74896;223807000216;IE BONITO VIENTO;CRRG. BONITO VIENTO;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21007;223090000321;INSTITUCION EDUCATIVA CADILLO;75766;223090000607;ESC NVA CUCHILLO BLANCO;VEREDA CUCHILLO BLANCO;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14614;223466002401;CENTRO EDUC. JUAN XXIII;76810;223466002151;CEN. EDUC.CORAZ.INM.DE MARÌA;VDA  LA LUNA;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;142238;223580000371;CENTRO EDUCATIVO SANTA ISABEL;76300;223580001008;ESC NVA RAFAEL NUÑEZ;VDA BOCA DE SANTA ISABEL;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13892;223670000019;IE TECN AGROP DORIBEL TARRA;76695;223670000639;ESC RUR MIX LOS CORREAS;VDA. LOS CORREAS;RURAL
23;Córdoba;3781;CORDOBA;23675;San Bernardo Del Viento;14202;223675000025;INSTITUCION EDUCATIVA PASO NUEVO;61647;223675001072;MAR MUERTO;VEREDA DE MAR MUERTO;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14547;223686001066;INST EDU MIGUEL ANTONIO LENGUA NAVAS;74568;223686000906;PROVIDENCIA;CASERIO PROVIDENCIA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20814;223807001981;IE SAN CLEMENTE;74911;223807001042;ESC NAV SAN JOSE DEL LORO;VDA. EL LORO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14399;223807001484;CENTRO EDUCATIVO SAN FELIPE DE CADILLO;74892;223807002090;ESC NVA JOSE ANTONIO GALAN;VDA. EL DIAMANTE;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26794;223068000342;CENT EDUC SANTO TOMAS DE AQUINO;75471;223068002205;LAS ESCOBILLAS;VEREDA LAS ESCOBILLAS;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26790;223068000172;I.E. EL CEDRO;75503;223068001926;SAN JOSÉ MIRA LINDO;VDA. MIRALINDO;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21007;223090000321;INSTITUCION EDUCATIVA CADILLO;75767;223090000917;ESC NVA CORDOBITA TRES ESQUINAS;VEREDA CORDOBITA TRES ESQUINAS;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25754;223182000069;CENT EDU VILLA FATIMA;75988;223182000697;ESC GABRIEL GARCIA MARQUEZ;CORREGIMIENTO DE SAN QUIRRE;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;14857;223580000281;CENT EDUC FRANCISCO JOSE DE CALDAS;154534;323580001967;ESC RUR MIX SAN ISIDRO;VDA QUEBRADONA;URBANA
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;142237;223580000257;CENTRO EDUCATIVO PIO XII;76472;223580001695;ESC NVA LA PAZ;VDA SOLEDAD MEDIO;RURAL
23;Córdoba;3781;CORDOBA;23586;Purísima;13886;223586000127;IE ASERRADERO;76665;223586000348;TIGRE;TIGRE;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20817;223807002511;INSTITUCION EDUCATIVA BATATA;74923;223807002537;ESC NVA DE OSORIO;VDA. OSORIO;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20904;223855001275;CE DIVINO NIÑO;75423;123855001131;COMUNEROS;CORREG. MATA DE MAÍZ;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;111412;123855000088;INSTITUCION EDUCATIVA MANUELA BELTRAN;75270;223855000872;INCORA FARO;CABECERA MUNICIPAL;RURAL
23;Córdoba;3781;CORDOBA;23079;Buenavista;20935;223079000905;IE NTRA SRA DE FATIMA;75741;223079000948;ESC NVA POLONIA;VEREDA VERACRUZ;RURAL
23;Córdoba;3781;CORDOBA;23079;Buenavista;20839;123079000277;IE MARISCAL SUCRE;75534;223079000662;ESC NVA VERACRUZ;VEREDA VERACRUZ;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;20939;223090000259;INSTITUCION EDUCATIVA MATA DE PLATANO;75758;223090000267;ESC NVA EL CLAVO;VEREDA EL CLAVO;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21019;223162000101;C.E.. EL CEDRO;70997;223162000011;ESC. RURAL MIXTA ZARZALITO;VEREDA ZARZALITO;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;127260;223466002649;I.E. LA ESPERANZA;76641;223466002584;ESCUELA RURAL MIXTA LOS CARACOLES;VDA. LOS CARACOLES;RURAL
23;Córdoba;3781;CORDOBA;23672;San Antero;14233;223672000181;INST. EDUC. NUESTRA SE¿ORA DEL ROSARIO;73982;223672000156;ESC. NUEVA DE BIJAITO;VEREDA BIJAITO;RURAL
23;Córdoba;3781;CORDOBA;23350;La Apartada;20701;223068001098;CENT EDUC LAS MARGARITAS;72392;223068001098;CENT EDU LAS MARGARITAS;VDA LAS MARGARITAS;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21022;223162000534;I.E.RETIRO DE LOS INDIOS;63087;223162000062;ESC. RURAL MIXTA BUENAVISTA;VEREDA BUENA VISTA RETIRO DE LOS INDIOS;RURAL
23;Córdoba;3781;CORDOBA;23419;Los Córdobas;20797;223419000859;C.E.CANTINA;61618;223419000875;CENT EDUC COREA;VDA.COREA;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14614;223466002401;CENTRO EDUC. JUAN XXIII;76835;223466002711;ESCUELA MADRE LAURA ISABELITA;VDA.  EL SUMBIDO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14776;223555000579;CENT EDUC ARENOSO;74086;223555001851;EL GOLERO;VEREDA EL GOLERO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14775;223555000501;C.EDUC.EL REPARO;74079;223555001885;PAMPLONA;VEREDA PAMPLONA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20823;223807003690;CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS;74593;223807000372;CENT EDUC EL TORO CAMPO ALEGRE;VDA. EL TORO;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13903;223670000531;CENTRO EDUCATIVO SANTANDER;76882;223670001147;SITIO NUEVO;VDA. SITIO NUEVO;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21010;223090000488;IE NTRA SRA  DEL CARMEN DE POPAYAN;75788;223090001018;ESC NVA VIEJO LOCO;VEREDA VIEJO LOCO;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21010;223090000488;IE NTRA SRA  DEL CARMEN DE POPAYAN;75784;223090000861;ESC NVA EL COCAO;VEREDA COCAO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14779;223555001109;INST.EDUC.SERGIO MARTINEZ;74103;223555001761;PINTO ARRIBA;VEREDA PINTO ARRIBA;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14779;223555001109;INST.EDUC.SERGIO MARTINEZ;74102;223555000030;MARIMBA;VEREDA MARIMBA;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13904;223670000540;CENT EDUC PUEBLECITO SUR;76885;223670000396;ESC RUR MIX BAJO PALMITAL;VDA. BAJO PALMITAL;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14540;223686000132;CENT EDUC VALPARAISO;74395;223686000108;EL OBLIGADO;CASERIO EL OBLIGADO;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20905;223855001607;C.E. ANTONIA SANTOS;75429;223855000996;GUASIMO CENTRAL;CORREG. GUADUAL;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20904;223855001275;CE DIVINO NIÑO;75424;223855001569;ALMAGRAS;CORREG. MATA DE MAÍZ;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26788;223068000121;C.E. ALFONSO LOPEZ;75350;223068002345;EL PAÑUELO;VDA. PAÑUELO;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21010;223090000488;IE NTRA SRA  DEL CARMEN DE POPAYAN;75786;223090000992;ESC NVA JOSE ANTONIO GALAN;VEREDA. TIERRA NEGRA;RURAL
23;Córdoba;3781;CORDOBA;23168;Chimá;19826;223168000048;IE SAN FCO DE ASIS;63239;223168000382;ESC RUR MIX BUENOS AIRES;VDA BUENOS AIRES;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;26648;223182000573;CENT EDU EL TIGRE;76036;223182000751;ESC DE NOVA;VEREDA DE NOVA;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14551;423686000921;INST. EDU SIMON BOLIVAR;74587;223686000833;UNION:  NAPAL- LA TRAMPA;CASERIO NAPAL- LA TRAMPA;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14541;223686000175;INST EDU DIVINO NIÑO;74401;223686001074;EL DILUVIO;CASERIO EL DILUVIO;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14232;123686000022;INST EDU JOSE ANTONIO GALAN;74380;223686000477;EL TESORO;CASERIO EL TESORO;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13896;223670000086;INSTITUCION EDUCATIVA BARBACOA;76711;223670000078;ESCUELA RURAL MIXTA EL SABANAL;VDA. EL SABANAL;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20905;223855001607;C.E. ANTONIA SANTOS;75427;223855000899;GUADUAL ABAJO;CORREG. GUADUAL;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;20939;223090000259;INSTITUCION EDUCATIVA MATA DE PLATANO;75760;223090000577;ESC RUR MIX STA TERESITA DE TIERRADENTRO;CORREG.TIERRA DENTRO;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21029;223162001646;IE JULIAN PINTO BUENDIA;63199;223162000097;ESC. MIXTA LA ESMERALDA;VEREDA LA ESMERALDA;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25767;223182000182;IE DIVINO NIÑO DE TIERRA GRATA;76001;223182000930;CENT RUR MIX CEJA GRANDE;CORREGIMIENTO DE CEJA GRANDE;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14847;223574000822;CENTRO DOCENTE EL SILENCIO;135768;223574001322;CENTRO EDUCATIVO PLAN PAREJO;PLAN PAREJO;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;142237;223580000257;CENTRO EDUCATIVO PIO XII;76517;223580001130;ESC NVA JUAN PABLO II;VDA LOS OLIVOS;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13892;223670000019;IE TECN AGROP DORIBEL TARRA;76694;223670001252;ESC RUR MIX LOS GAVIRIAS;VDA. LOS GAVIRIAS;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14543;223686000451;INSTITUCION EDUCATIVA  EL GAS;74558;223686000701;SAN MIGUEL;CASERIO SAN MIGUEL;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14541;223686000175;INST EDU DIVINO NIÑO;74598;223686000817;EL GUAMO;CASERIO EL GUAMO;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14574;223686000043;INSTITUCION EDUCATIVA AMAURY GARC¿A BURGOS;74388;223686000418;EL SOCORRO;CASERIO EL SOCORRO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;26795;223807004092;INSTITUCION EDUCATIVA NUEVA UNION;74940;223807003312;CENTRO EDUCATIVO LA OSSA;CORRG. LA OSSA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14562;223807000089;CENTRO EDUCATIVO PUEBLO NUEVO;74737;223807004670;ESC RUR MIX PATAGONIA;VDA. LA PATAGONIA;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20906;323855000419;INS EDU MUNICIPAL CATALINO GULFO;75434;223855001640;BUENAVISTA;BARRIO BUENAVISTA;URBANA
23;Córdoba;3781;CORDOBA;23855;Valencia;20903;223855000881;C.E. SANTO DOMINGO;75415;223855001496;COCUELO LIMON;CORREG. COCUELO;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;111412;123855000088;INSTITUCION EDUCATIVA MANUELA BELTRAN;75268;223855000481;LAS PIEDRAS;BARRIO LAS PIEDRAS;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14797;223570000283;CENTRO EDUC. ARROYO DE ARENA;75831;223570000283;C. EDUC. ARROYO DE ARENA;CGTO ARROYO DE ARENA;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26794;223068000342;CENT EDUC SANTO TOMAS DE AQUINO;75469;223068002361;PUERTO EL JOBO;VEREDA EL JOBO;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26788;223068000121;C.E. ALFONSO LOPEZ;75515;223068000253;CUCHILLO;VDA. EL CUCHILLO;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21007;223090000321;INSTITUCION EDUCATIVA CADILLO;75765;223090000437;ESC NVA ANTONIO NARIÑO;CORREG.CORDOBITA CENTRAL;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19838;223189000056;CENT EDUC PUNTA DE YAÑEZ;63439;223189000293;ESC NVA CAMPO ALEGRE;VDA CAMPO ALEGRE;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14781;223555002105;C.EDUC.LA FORTUNA;63376;223555002113;EL HORIZONTE;VEREDA EL HORIZONTE;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14777;223555000901;INST.EDUC.ANTONIO RICAURTE;74095;223555007981;NI SE SABE;VEREDA NI SE SABE;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14774;223555000439;C.EDUC.NUEVO PARAISO;74105;223555002016;GALILEA;VEREDA GALILEA;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14794;223570000241;INST EDU EL POBLADO;75827;223570000208;PALOS MELLOS;VDA PALOS MELLOS;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14851;223574001314;INSTITUCION EDUCATIVA SAN JOSE DEL PANTANO;76088;223574001195;ESC NVA DE ZULIA;VDA DE ZULIA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14571;223807000208;IE LOS VOLCANES;74752;223807001263;ESC CAMILO TORREZ;VDA. LA UNION;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13900;223670000469;INSTITUCION EDUCATIVA SAN JUAN DE LA CRUZ;76867;123670001657;ESCUELA RURAL MIXTA CARMEN PETACA;COMUNIDAD EL CARMEN;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20903;223855000881;C.E. SANTO DOMINGO;75420;223855001470;ESC RUR SAN JOSE DE FABRA;VDA FABRA;RURAL
23;Córdoba;3781;CORDOBA;23419;Los Córdobas;20723;223419000221;I.E.EL EBANO;61606;223419001022;CENT EDUC VILLA LUZ;VDA.MORINDO PELIGRO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14773;223555000382;INST.EDUC.ALBERTO ALZATE PATI¿O;73937;223555000463;EL GUAYABO;VEREDA EL GUAYABO;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14837;223574000024;INSTITUCI¿N EDUCATIVA SAN LUIS DE SEVILLA;183091;223574001683;TUCHINCITO;CORREG SAN LUIS;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;14857;223580000281;CENT EDUC FRANCISCO JOSE DE CALDAS;76488;223580001954;ESC NVA EL PORVENIR;VDA SAN JUAN MEDIO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20816;223807002162;INSTITUCION EDUCATIVA LA ESMERALDA;74921;223807002146;ESC NVA STA TERESITA;VDA. FLORES CENTRAL;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20815;223807002022;CENTRO EDUCATIVO ANTILLANA;74915;223807000186;ESC NVA STA LUCIA;VDA. LAS PAILITAS;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20814;223807001981;IE SAN CLEMENTE;74906;223807002901;ESC NVA CAÑA FINA;VDA. CAÑA FINA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14397;223807000895;INSTITUCION EDUCATIVA 1 DE MAYO;75227;223807001735;ESC NVA 14 DE MARZOCAMELLON CARRIZOLA;VDA. CAMELLON CARRIZOLA;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26786;223068000075;I.E. CECILIA;75522;223068001390;MARIA AUX. RONDON;VEREDA RONDON;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21021;223162000526;I.E.SAN JOS¿ DEL QUEMADO;71003;223162000607;ESC. RURAL MIXTA DE LETICIA;VEREDA LETICIA;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14609;223466001944;CENTRO EDUC. LA TRINIDAD;73886;223466003513;ESCUELA LA VICTORIA;BARRIO LA VICTORIA;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14771;223555000102;INSTITUCION EDUCATIVA PLAZA BONITA;73926;223555001451;C.EDUC.REVOLCADO;VEREDA REVOLCADO;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14850;223574001225;CENTRO DOCENTE EL LIBANO;76084;223574001187;ARROYO ARENA MANGLE;ARROYO ARENA MANGLE;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14850;223574001225;CENTRO DOCENTE EL LIBANO;76083;223574000351;PROVIDENCIA;PROVIDENCIA;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14543;223686000451;INSTITUCION EDUCATIVA  EL GAS;74560;223686001252;LAS MANUELITAS;CASERIO LAS MANUELITAS;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14232;123686000022;INST EDU JOSE ANTONIO GALAN;74381;223686000591;LAS FLORES;CASERIO LAS FLORES;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13897;223670000191;CENTRO EDUCATIVO LAS CRUCES;76714;223670001741;ESCUELA RURAL MIXTA LAS PEÑAS;COMUNIDAD LAS PEÑAS;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26790;223068000172;I.E. EL CEDRO;75506;223068002337;ONCE CAGÛI;VDA. ONCE CAGÛI;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21018;223162000054;C.E. TRES MARIAS;70992;223162000313;ESC. MIXTA VENEZUELA;CORREGIMIENTO TRES MARIA;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25757;223182000174;C.E. EL DESEO;75997;223182000336;ESC NVA LOS JARABAS;VEREDA LOS JARABAS;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14612;223466002371;CENTRO EDC. ESPIRIRU SANTO;76825;223466002975;ESCUELA NUEVA SAN PEDRO CLAVER;VDA. EL  CAÑO;RURAL
23;Córdoba;3781;CORDOBA;23500;Moñitos;20809;223500000871;IE LORGIA DE ARCO;63181;223500000812;NUEVO ORIENTE;VDA. NUEVO ORIENTE;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14773;223555000382;INST.EDUC.ALBERTO ALZATE PATI¿O;73936;223555000404;MEDIO RANCHO;VEREDA MEDIO RANCHO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14769;223555000021;C.EDUC.PROVIDENCIA;73915;223555000111;EL DANUBIO;VEREDA LA ARENA;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14827;223570000402;INSTITUCION EDUCATIVA EL CONTENTO;63358;223570001000;C. EDUC. LA ESPERANZA;VDA LA ESPERANZA;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14797;223570000283;CENTRO EDUC. ARROYO DE ARENA;75832;223570000674;LA NEVERA;VDA LA NEVERA;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14840;223574000130;INSTITUCION EDUCATIVA CRISTO REY;76080;223574001144;NUEVA ESPERANZA;NUEVA. ESPERANZA;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;142237;223580000257;CENTRO EDUCATIVO PIO XII;76520;223580001865;ESC NVA LA FE;VDA LA CANDELARIA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20825;223807004343;INSTITUCION EDUCATIVA CAMPOBELLO;75062;223807002235;ESC NVA PTO PACHECO;VDA. PUERTO PACHECO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14562;223807000089;CENTRO EDUCATIVO PUEBLO NUEVO;74735;223807004157;ESC NVA EL JOBO;VDA. EL JOBO CALLEJAS;RURAL
23;Córdoba;3781;CORDOBA;23419;Los Córdobas;20799;223419000042;INSTITUCION EDUCATIVA NUEVO NARIÑO;61622;223419001073;ESC NVA  LAS TINAS;VDA.LAS TINAS;RURAL
23;Córdoba;3781;CORDOBA;23419;Los Córdobas;20705;123419000803;I.E. LOS CORDOBAS;61614;223419000506;CENT EDUC SAN RAFAEL;VDA.SAN RAFAEL;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14614;223466002401;CENTRO EDUC. JUAN XXIII;76812;223466003360;ESCUELA NUEVA STA. INES;VDA.  EL RAYO;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14614;223466002401;CENTRO EDUC. JUAN XXIII;76837;223466002967;ESCUELA NUEVA ANTONIO NARIÑO;VDA.  VUELVE  Y  VEN;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14794;223570000241;INST EDU EL POBLADO;75828;223570000836;EL PIÑAL;VDA EL PIÑAL;RURAL
