,id,department,timecreated,rol,userid
121884,552,Departamento De Español y Literatura,1709549942,editingteacher,fa5d171c9280388b26a2569e9fccc7683ab3ec70b685b3f9cde7066eee987263
121885,319,Departamento De Informática Educativa,1709551598,editingteacher,6620b5d17f18eed1eb4d2d1cf4d7fe20c1dc49f0d6605d8395354762dceda8f7
121886,568,Departamento de Salud Pública,1709551692,editingteacher,eca7bf3a91ac9f5b18f1bc05d3c44326c4a70f9d746a1be09c49bb5fe6a7e8b7
121887,29,,1709555966,editingteacher,d6fccd5d02351b1c921506167eb6bd49e8203158ddd3426c0d86a95dfea89ff2
121888,366,Dpto De Ciencias Naturales,1709556334,editingteacher,9a94168caabfa08ab2e00e84ccae436d30338af9eedc28d8973e8ee824d776b2
121889,706,Departamento De Ciencias Jurídicas,1709557018,editingteacher,0ca8db7afaab56d714c075335a79f217e4d23522967ac1033d8a900a74a3cdc9
121890,538,Departamento De Ingeniería Industrial,1709558633,editingteacher,1be5fd44da02273da77f74611f2f53322de20bf71d68af93bb9b33f63510cd68
121891,446,Departamento De Ciencias Jurídicas,1709558821,editingteacher,9a901cbfc73368cfea858bd228e310fd982f08f7a6d798e15614622777a9d20c
121893,340,Dpto De Ciencias Naturales,1709559537,editingteacher,2bffc2cc3e17ffe99cac814afe0a42778676fc737d6dffa2ddf72421bf5994de
121894,428,Dpto De Ing Agronómica Y Desarroll Rural,1709560090,editingteacher,e897f214172c5bd6aac1bde7f560e56be51a3082e1ea2ec671fe7e6b152ff636
121896,534,Departamento De Ingeniería Industrial,1709562323,editingteacher,c1254cbc65b02c137ef8d1618d8e12d3d222fcb16ebf7cec1656c91ceeaf8938
121897,241,Dpto Ciencias Administrativas,1709562862,editingteacher,be8d65bdbc9ce092ca698aab0ca00ea0594e198075e86fc372f01e1c973bb187
121898,627,Departamento De Enfermería,1709563361,editingteacher,0cba5642182f80167a7e124edbbc348e5930ad7408e761e4f75baa8010b8bd9a
121899,767,Dpto Ciencias Administrativas,1709565560,editingteacher,0922a16422bbfba84f31e668b74aaa0ce4cab1895fe5f666463258df1b460d9d
121900,314,Departamento De Idiomas Extranjeros,1709565843,editingteacher,b18e24d6972b3ee28b88c76930c18361fe8a6c0c1e435e68f4684f88a4fcb969
121901,339,Departamento De Química,1709569229,editingteacher,9f0abdf148b0358a801ac740c52870e98bbe0a1aaea0849f3419cec7d4e36a9f
121902,84,Dpto De Ing De Sistemas Y Telecomunicaci,1709570166,editingteacher,7f96ab9d6522a742f68c85d7d71f584f611c98d6268766e26100b6e3bc655d6e
121903,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709572231,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121904,92,Dpto De Ing De Sistemas Y Telecomunicaci,1709572446,editingteacher,ac7948d4c5bfcd8394738fe3998779e4aadf987dd4201923620aa92b4aab9694
121905,446,Departamento De Ciencias Jurídicas,1709574794,editingteacher,9a901cbfc73368cfea858bd228e310fd982f08f7a6d798e15614622777a9d20c
121906,524,Departamento De Ingeniería Industrial,1709576010,editingteacher,7fe75fe840096ce15573b25c6ead0a0ac6b6ffef205452aad36eefb1bb9a93c8
121907,579,Departamento De Matemáticas Y Estadístic,1709579077,editingteacher,c5022ac110d1b1975d05a8fd67fe5845de962e70c95af79af10ee076e19cec1a
121908,648,Departamento de Regencía Y Farmacia,1709579679,editingteacher,1b3875696cd8c9316ae95e0703f5807013647a166500226299a21bc97ef54ab7
121909,423,Dpto De Ing Agronómica Y Desarroll Rural,1709580827,editingteacher,97e06a08a949a1d7d0c14ddfa3dcf409f4f6a8250466606dcb2b9de612e29199
121910,232,Departamento De Idiomas Extranjeros,1709585541,editingteacher,c3e9d2c079e1b16c460af096e9991977600fe7b9cbf1d9dd96bdfd9379410ff5
121911,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709588157,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121912,563,Departamento De Biología,1709588179,editingteacher,7c39036e59183da3d6f0806285a1d233be953b12a77d30dbc8ab8918695f4b03
121914,8,Departamento de Psicopedagogía,1709595082,editingteacher,7c37b1bf75d90e9144b8d61c63a6dd025b6de534004f7fc9d40bf5c9d36a793e
121915,601,Dpto De Ingeniería Ambiental,1709595495,editingteacher,21a2001acbbc82e27bb27ad413f317ef0492528c1e94700e31b84bf41d819653
121916,423,Dpto De Ing Agronómica Y Desarroll Rural,1709595951,editingteacher,97e06a08a949a1d7d0c14ddfa3dcf409f4f6a8250466606dcb2b9de612e29199
121918,378,"Dpto De Cultura Física, Recreac Y Deport",1709597805,editingteacher,b52a2029f49ff3460dbeca1179ec5fa357a7addb7f6832128fd054afbfa79693
121919,446,Departamento De Ciencias Jurídicas,1709598850,editingteacher,9a901cbfc73368cfea858bd228e310fd982f08f7a6d798e15614622777a9d20c
121921,573,Departamento De Matemáticas Y Estadístic,1709601904,editingteacher,24805b52ac24a1bad9949d1ad5742997b4c7ce5a441b99e69a3ddc8503e8c65c
121922,333,Departamento De Biología,1709605393,editingteacher,c59fde61391cc15680286e22a304fe8a1102db0967bc29ab5bda53eff0250810
121923,190,Departamento De Ciencias Pecuarías,1709605473,editingteacher,60046ee9295969fc942b3aa0583ed1ad91faf558e73d099ddf9624a93de19ec3
121924,115,Dpto De Ing De Sistemas Y Telecomunicaci,1709605892,editingteacher,579ba0ba2211239e458a53f0794a73e41f9fea300d046d6ec71453b2cd274670
121925,206,Departamento de Salud Pública,1709609315,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
121926,627,Departamento De Enfermería,1709610305,editingteacher,0cba5642182f80167a7e124edbbc348e5930ad7408e761e4f75baa8010b8bd9a
121927,544,Departamento De Química,1709633956,editingteacher,17ebda2bab6ec00c917c03e437834b228e669cfe9c5809698fb774c21e939818
121928,601,Dpto De Ingeniería Ambiental,1709635192,editingteacher,21a2001acbbc82e27bb27ad413f317ef0492528c1e94700e31b84bf41d819653
121929,536,Departamento De Ingeniería Industrial,1709635335,editingteacher,07e82195fa638857dcff60111061c818874a37f81927197d7b521fb715b74d0a
121931,446,Departamento De Ciencias Jurídicas,1709639523,editingteacher,9a901cbfc73368cfea858bd228e310fd982f08f7a6d798e15614622777a9d20c
121932,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709639917,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121933,541,Departamento De Ingeniería Industrial,1709641574,editingteacher,352e1cca5aadbea7b116809e621211287785efd6e9fcffcab6f3ed5145c4bd33
121934,101,Dpto De Ing De Sistemas Y Telecomunicaci,1709643012,editingteacher,c07cf92a129039158a6f2521182a0ca933d0bfcce9fa438cf95d1223ec0acf9d
121935,637,Departamento De Informática Educativa,1709643427,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
121936,579,Departamento De Matemáticas Y Estadístic,1709643471,editingteacher,c5022ac110d1b1975d05a8fd67fe5845de962e70c95af79af10ee076e19cec1a
121937,649,Departamento de Salud Pública,1709644371,editingteacher,b6970dbd52fc468847a3bbc65c34e853812365fab229e249ca5cc478947888c1
121938,204,Departamento de Salud Pública,1709644401,editingteacher,0a463e068a17519fbd33cad9f2a57db2ddc943a8ccd956c4b34aef4a0e97c2e4
121939,206,Departamento de Salud Pública,1709644430,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
121940,568,Departamento de Salud Pública,1709644648,editingteacher,eca7bf3a91ac9f5b18f1bc05d3c44326c4a70f9d746a1be09c49bb5fe6a7e8b7
121941,124,,1709644762,editingteacher,0d932974f76f1eb89ea8805540316f269fae06ce016fd54fa6931bcc6a7dc94b
121942,335,Departamento De Biología,1709645025,editingteacher,a827ebdff659263a0da5ce345f9a10ab9719c829a414e8d393769b2b3c95f738
121943,101,Dpto De Ing De Sistemas Y Telecomunicaci,1709645930,editingteacher,c07cf92a129039158a6f2521182a0ca933d0bfcce9fa438cf95d1223ec0acf9d
121944,481,Departamento De Geografía Y Medio Ambien,1709647814,editingteacher,ba250db0b0fd14216dfaebb44f6d4a67ee3fbdc53bf83ca0876c529ab91ca5f5
121945,186,Departamento De Química,1709648115,editingteacher,6374fe731b8cf4e39f1c68914e94eb0a1f8a67fe4526a21eb104c98cf221d018
121946,536,Departamento De Ingeniería Industrial,1709648649,editingteacher,07e82195fa638857dcff60111061c818874a37f81927197d7b521fb715b74d0a
121947,637,Departamento De Informática Educativa,1709650643,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
121948,45,Dpto De Ing De Sistemas Y Telecomunicaci,1709651215,editingteacher,547f68e760e81010c1c4a942793ab8eb8513c46df569ce56c28cc503977aa912
121949,87,Dpto De Ing De Sistemas Y Telecomunicaci,1709651949,editingteacher,0fd7a75b04e5dcdea6bc7f26103b14bbd0dcf53dd03c0e6f888f4fd5a9802c13
121950,537,Departamento De Ingeniería Industrial,1709654695,editingteacher,d903c152ccffb535ac379b6c742a57bb5681f9c7b130d0b491d428900706b6e0
121951,84,Dpto De Ing De Sistemas Y Telecomunicaci,1709654984,editingteacher,7f96ab9d6522a742f68c85d7d71f584f611c98d6268766e26100b6e3bc655d6e
121952,684,Departamento De Bacteriología,1709664192,editingteacher,66defff1c8b0bbbd307e8475f5c97694c28956413a22dd7b320b7797f9d2d5e9
121953,333,Departamento De Biología,1709665176,editingteacher,c59fde61391cc15680286e22a304fe8a1102db0967bc29ab5bda53eff0250810
121954,495,Departamento de Física y Electrónica,1709665669,editingteacher,9a3e84559ee2b9282d5fae05ef23d82a6b6067835bd0fac426167c39216e2f57
121955,241,Dpto Ciencias Administrativas,1709669103,editingteacher,be8d65bdbc9ce092ca698aab0ca00ea0594e198075e86fc372f01e1c973bb187
121956,536,Departamento De Ingeniería Industrial,1709670115,editingteacher,07e82195fa638857dcff60111061c818874a37f81927197d7b521fb715b74d0a
121957,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709670421,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121958,24, Ingeniería Mecánica,1709670720,editingteacher,6b41791766f62166be810116e74014bbaf81b753ffcc78aea875cc5e0ef42c1f
121959,24, Ingeniería Mecánica,1709670838,editingteacher,6b41791766f62166be810116e74014bbaf81b753ffcc78aea875cc5e0ef42c1f
121962,650,Departamento De Biología,1709673475,editingteacher,e97a44fa6d92742292eb3f4694badacf96540a2f3405f2d57c52fffe9f3c4ee7
121963,8,Departamento de Psicopedagogía,1709675638,editingteacher,7c37b1bf75d90e9144b8d61c63a6dd025b6de534004f7fc9d40bf5c9d36a793e
121964,45,Dpto De Ing De Sistemas Y Telecomunicaci,1709677147,editingteacher,547f68e760e81010c1c4a942793ab8eb8513c46df569ce56c28cc503977aa912
121965,240,Dpto Ciencias Administrativas,1709677273,editingteacher,26d8fcc177b5c5d7471bae82a8a1be650b5d12bc69f282d3d342f417dda503bc
121966,45,Dpto De Ing De Sistemas Y Telecomunicaci,1709680455,editingteacher,547f68e760e81010c1c4a942793ab8eb8513c46df569ce56c28cc503977aa912
121967,537,Departamento De Ingeniería Industrial,1709680489,editingteacher,d903c152ccffb535ac379b6c742a57bb5681f9c7b130d0b491d428900706b6e0
121968,601,Dpto De Ingeniería Ambiental,1709683219,editingteacher,21a2001acbbc82e27bb27ad413f317ef0492528c1e94700e31b84bf41d819653
121970,503,Departamento De Matemáticas Y Estadístic,1709687361,editingteacher,de6671eee4ad409da6e71eca060bafbe003837c6d8628ccda6866f82d43893d3
121971,683,Departamento De Bacteriología,1709688456,editingteacher,5a42b4407668d6d1fb932d6cbbbc349ac80da58d2b02346854d37d6274708a9a
121972,339,Departamento De Química,1709688861,editingteacher,9f0abdf148b0358a801ac740c52870e98bbe0a1aaea0849f3419cec7d4e36a9f
121973,648,Departamento de Regencía Y Farmacia,1709693977,editingteacher,1b3875696cd8c9316ae95e0703f5807013647a166500226299a21bc97ef54ab7
121975,476,Departamento De Idiomas Extranjeros,1709700919,editingteacher,a0c1546fbff485aff2daf407dbb76bf7fdcb9bf331bdb72730ec81054a0b3bfe
121976,208,Departamento De Idiomas Extranjeros,1709738660,editingteacher,c9c74d8e1e8c625e6a83510ff94b293e0cefd59dddd610477aeee7a4dba75dae
121977,106,Dpto De Ing De Sistemas Y Telecomunicaci,1709740600,editingteacher,bf8939a9b57ea686425c58d20481aaff2c54b6ab05a619f396a378f143878002
121978,579,Departamento De Matemáticas Y Estadístic,1709741568,editingteacher,c5022ac110d1b1975d05a8fd67fe5845de962e70c95af79af10ee076e19cec1a
121979,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709742130,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121980,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709742151,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121981,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709742167,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
121983,573,Departamento De Matemáticas Y Estadístic,1709743164,editingteacher,24805b52ac24a1bad9949d1ad5742997b4c7ce5a441b99e69a3ddc8503e8c65c
121984,101,Dpto De Ing De Sistemas Y Telecomunicaci,1709743561,editingteacher,c07cf92a129039158a6f2521182a0ca933d0bfcce9fa438cf95d1223ec0acf9d
121986,314,Departamento De Idiomas Extranjeros,1709745399,editingteacher,b18e24d6972b3ee28b88c76930c18361fe8a6c0c1e435e68f4684f88a4fcb969
121988,583,Departamento De Matemáticas Y Estadístic,1709746780,editingteacher,6715288f4a6c635251c7544c3431baf76a41bc3e75499122625e6af3c48c1b58
121989,602,Dpto De Ingeniería Ambiental,1709747120,editingteacher,5dd85ff9431167e3c3f9c0bc6e5c7bcfea09e5f3cf7d10add2a787527ecd466d
121990,9,Departamento de Psicopedagogía,1709747775,editingteacher,bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a
121991,206,Departamento de Salud Pública,1709749838,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
121992,416,Departamento De Química,1709750104,editingteacher,7cd2d850f131ca167725f5afe0612b2e4efed5264eb27380ac26a22eae6a01bc
121994,109,Dpto De Ing De Sistemas Y Telecomunicaci,1709750368,editingteacher,15f5a7c5e764c703b687ce3116f4c8c90f38cba981b09b0132f5455e45847e77
121995,186,Departamento De Química,1709750558,editingteacher,6374fe731b8cf4e39f1c68914e94eb0a1f8a67fe4526a21eb104c98cf221d018
121997,118,,1709751743,editingteacher,801b2404e59b826b614bb9673229c196b21bdb5ffbe6f0242e20714495b455de
121998,582,Departamento De Idiomas Extranjeros,1709753497,editingteacher,c11eb07f98d305c7f5da49b78d1fb60d05f2b65fa4a220da86210c2e1ec432f7
122000,450,Departamento De Matemáticas Y Estadístic,1709755329,editingteacher,535dbd61c8503f28e696d67f1f682de35bffbb9e10b6f701876233e5b31a2484
122001,760,Departamento De Informática Educativa,1709755621,editingteacher,ad13effce63cb5b855b2c27165224087bd80c2ca9a5a5273060668dd9e68d44f
122002,110,Dpto De Ing De Sistemas Y Telecomunicaci,1709755797,editingteacher,e8cecb313a67c35845268b837f8b41a693ebe0c4f76997b96303b3ab125730f8
122003,596,Departamento de Salud Pública,1709756906,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122004,596,Departamento de Salud Pública,1709757105,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122005,596,Departamento de Salud Pública,1709757277,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122006,226,Dpto Ciencias Administrativas,1709757283,editingteacher,5fe48b011352947dc087cb171c8dc21b71623c55c70411889902d09374bb3866
122007,596,Departamento de Salud Pública,1709757348,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122008,476,Departamento De Idiomas Extranjeros,1709757981,editingteacher,a0c1546fbff485aff2daf407dbb76bf7fdcb9bf331bdb72730ec81054a0b3bfe
122010,596,Departamento de Salud Pública,1709759243,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122011,449,Departamento De Idiomas Extranjeros,1709759526,editingteacher,a8ca8baf994386d4af93a97227a1ba97c40bcfe7414196345ec6180468a98560
122012,596,Departamento de Salud Pública,1709759634,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122013,596,Departamento de Salud Pública,1709760457,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122014,278,Dpto De Ing Agronómica Y Desarroll Rural,1709760685,editingteacher,b34570126ed95ba6b1425d52e7a180f7ed92408b145e82710fff1cd6b4634d7f
122015,9,Departamento de Psicopedagogía,1709760759,editingteacher,bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a
122016,596,Departamento de Salud Pública,1709760908,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122017,9,Departamento de Psicopedagogía,1709761709,editingteacher,bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a
122018,596,Departamento de Salud Pública,1709762694,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
122019,637,Departamento De Informática Educativa,1709764780,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
122020,233,Dpto Ciencias Administrativas,1709765275,editingteacher,2ba3d058fc358912c7266e838ac46a2d124284ae25fdc6c980bd0db6c0b6fdf9
122021,557,Departamento De Idiomas Extranjeros,1709765460,editingteacher,0f5fca00175a5ed1da7e9b80ddb1a6942bacfc85d9632c4ff89aaad40a1f473e
122022,245,Dpto Ciencias Administrativas,1709766417,editingteacher,09549a6d7dbb1008278d74ae0db6dddc137bcae3663342eca7862b0e963daa8c
122024,680,Departamento De Bacteriología,1709769573,editingteacher,604035120821de4b8375db88fdf4ce86100845d78797bce6cfa87a197137dd69
122025,637,Departamento De Informática Educativa,1709770278,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
122026,637,Departamento De Informática Educativa,1709772706,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
122028,235,Dpto Ciencias Administrativas,1709773532,editingteacher,12710e4e7006de2cffd23b3411eb24655848c144c28ee67daa131d8a9c85f067
122031,378,"Dpto De Cultura Física, Recreac Y Deport",1709775915,editingteacher,b52a2029f49ff3460dbeca1179ec5fa357a7addb7f6832128fd054afbfa79693
122032,521,Departamento De Matemáticas Y Estadístic,1709778960,editingteacher,915e9cf9ed1019528c3160d187fe646abf49387535cf39f4179b840e3a0bb8ce
122033,205,Departamento de Salud Pública,1709780001,editingteacher,c2f2d16d2149aa6abae99d89d9747b98d288ebcd5026e0a3733abf57cf7aaaa8
122035,507,Departamento de Física y Electrónica,1709806033,editingteacher,b4726df85fcc046ea8e6a436877fc1c7e8f995f7c692dadd807d6afb66a76b10
122036,241,Dpto Ciencias Administrativas,1709807459,editingteacher,be8d65bdbc9ce092ca698aab0ca00ea0594e198075e86fc372f01e1c973bb187
122037,573,Departamento De Matemáticas Y Estadístic,1709814234,editingteacher,24805b52ac24a1bad9949d1ad5742997b4c7ce5a441b99e69a3ddc8503e8c65c
122038,584,Departamento De Matemáticas Y Estadístic,1709814295,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
122039,459,Departamento De Química,1709814934,editingteacher,9395fa5042c6551c92aa04de0b4152ca79a48faacae026f9e2d967ca5a95c327
122040,459,Departamento De Química,1709814977,editingteacher,9395fa5042c6551c92aa04de0b4152ca79a48faacae026f9e2d967ca5a95c327
122041,521,Departamento De Matemáticas Y Estadístic,1709815076,editingteacher,915e9cf9ed1019528c3160d187fe646abf49387535cf39f4179b840e3a0bb8ce
122042,29,,1709815241,editingteacher,d6fccd5d02351b1c921506167eb6bd49e8203158ddd3426c0d86a95dfea89ff2
122043,624,Departamento De Enfermería,1709815617,editingteacher,6003ae14afe7798d3b036526c1834016cafb957ee93d3653560be45423995095
122044,536,Departamento De Ingeniería Industrial,1709816650,editingteacher,07e82195fa638857dcff60111061c818874a37f81927197d7b521fb715b74d0a
122045,602,Dpto De Ingeniería Ambiental,1709816944,editingteacher,5dd85ff9431167e3c3f9c0bc6e5c7bcfea09e5f3cf7d10add2a787527ecd466d
122046,461,Departamento De Química,1709817957,editingteacher,28eac231cebb19feb2822ae969a7c5920e944060fae37c29ee8a721b0904c8ff
122047,650,Departamento De Biología,1709819432,editingteacher,e97a44fa6d92742292eb3f4694badacf96540a2f3405f2d57c52fffe9f3c4ee7
122048,235,Dpto Ciencias Administrativas,1709819547,editingteacher,12710e4e7006de2cffd23b3411eb24655848c144c28ee67daa131d8a9c85f067
122049,461,Departamento De Química,1709819964,editingteacher,28eac231cebb19feb2822ae969a7c5920e944060fae37c29ee8a721b0904c8ff
122050,233,Dpto Ciencias Administrativas,1709820409,editingteacher,2ba3d058fc358912c7266e838ac46a2d124284ae25fdc6c980bd0db6c0b6fdf9
122051,233,Dpto Ciencias Administrativas,1709821346,editingteacher,2ba3d058fc358912c7266e838ac46a2d124284ae25fdc6c980bd0db6c0b6fdf9
122052,135,ENFERMERÍA,1709822130,editingteacher,12db1ace8d06548b679f5a2903e8d17d8997f9cdf7c3a5a014660598c7787fa9
122054,288,Departamento De Ciencias Sociales,1709823051,editingteacher,20f49f898f9c3a82cfc46b4dd2dc100e1eda92b9ec93b793722d55783a68cf5b
122055,462,Departamento De Química,1709823153,editingteacher,7f9f59a8519906e6c5ac28206553c3087a97364111327d6a888ab0154ce112af
122056,584,Departamento De Matemáticas Y Estadístic,1709823256,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
122057,637,Departamento De Informática Educativa,1709823298,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
122058,106,Dpto De Ing De Sistemas Y Telecomunicaci,1709823828,editingteacher,bf8939a9b57ea686425c58d20481aaff2c54b6ab05a619f396a378f143878002
122059,632,Departamento De Enfermería,1709824046,editingteacher,ee805a0f5b7abc8696b57a37cfec20f25ba6a39417c141343009cbcfaaa64dc9
122060,760,Departamento De Informática Educativa,1709824760,editingteacher,ad13effce63cb5b855b2c27165224087bd80c2ca9a5a5273060668dd9e68d44f
122061,245,Dpto Ciencias Administrativas,1709825067,editingteacher,09549a6d7dbb1008278d74ae0db6dddc137bcae3663342eca7862b0e963daa8c
122062,18,,1709825189,editingteacher,3c21378576f9a897b1f2c0c5e0a06f06468051e0599da954a0799e6852e1344d
122063,21,ENFERMERÍA ,1709825305,editingteacher,f027eeee7ed701553d26e45ffc2fa026385f514639ad14f5204340cbe67eb424
122064,333,Departamento De Biología,1709825450,editingteacher,c59fde61391cc15680286e22a304fe8a1102db0967bc29ab5bda53eff0250810
122065,483,Departamento De Geografía Y Medio Ambien,1709825981,editingteacher,6d9c0c909e9fda4caad77a71633f37435b9272a5cfef45ce4d07cdc917997bd3
122066,432,Dpto De Ing Agronómica Y Desarroll Rural,1709825996,editingteacher,80caec13292de3174ceeb951f80f923e2b6fe58e7b01225fddaa2ca728745f66
122067,454,Departamento De Química,1709826044,editingteacher,70c1a6ceca741dac14d3f5831ba50c8b0749761f1204f4b7044714af83fe1afa
122068,233,Dpto Ciencias Administrativas,1709826564,editingteacher,2ba3d058fc358912c7266e838ac46a2d124284ae25fdc6c980bd0db6c0b6fdf9
122069,481,Departamento De Geografía Y Medio Ambien,1709827818,editingteacher,ba250db0b0fd14216dfaebb44f6d4a67ee3fbdc53bf83ca0876c529ab91ca5f5
122070,9,Departamento de Psicopedagogía,1709828183,editingteacher,bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a
122071,574,Departamento De Matemáticas Y Estadístic,1709829664,editingteacher,a7c2d94b28d134300366b37433e9629954bb0b83b65fb14788ffb4ab614469fe
122073,495,Departamento de Física y Electrónica,1709830661,editingteacher,9a3e84559ee2b9282d5fae05ef23d82a6b6067835bd0fac426167c39216e2f57
122074,465,Departamento De Química,1709831792,editingteacher,3cf2e02559cf47f37e9edb77ec1d9ddd497db862561335d4f01ba99d9bb5cacb
122075,442,Departamento De Química,1709831856,editingteacher,7823d996bade4039d2c5f5866bd140c443d74e05577a7f7fc91edc44f6eac013
122078,108,Dpto De Ing De Sistemas Y Telecomunicaci,1709835807,editingteacher,b0a6c22cc314a0e2e4e2862890bccd8588b8ad92e1e4745e01f038af541fa945
122080,584,Departamento De Matemáticas Y Estadístic,1709837450,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
122081,584,Departamento De Matemáticas Y Estadístic,1709837585,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
122082,778,Departamento de Psicopedagogía,1709838341,editingteacher,d1e15917335474dc8db8d5ec3d6db96bc9058d2d3f485605c49f7eef578196cc
122084,573,Departamento De Matemáticas Y Estadístic,1709838910,editingteacher,24805b52ac24a1bad9949d1ad5742997b4c7ce5a441b99e69a3ddc8503e8c65c
122085,529,Departamento De Ingeniería Industrial,1709842217,editingteacher,5213ec6655ac764b89fb0432099843d89fc48786afe79971f35cc6c46b27f54f
122086,30,,1709842940,editingteacher,f55cb97371b14ad3c8b747e8eda64846fe3d90d24b1651890a9f620702dccb10
122087,223,Departamento De Idiomas Extranjeros,1709843865,editingteacher,61f16694b067b2a7983df6f14b8528dd46ff577f4b1ba3307da273902f14f214
122089,442,Departamento De Química,1709846049,editingteacher,7823d996bade4039d2c5f5866bd140c443d74e05577a7f7fc91edc44f6eac013
122090,604,Dpto De Ingeniería Ambiental,1709846422,editingteacher,5d8ffc5695fce3f7dca9a94c6f45ae58acdd03834bde0aebd5f14b22221f873e
122091,101,Dpto De Ing De Sistemas Y Telecomunicaci,1709848229,editingteacher,c07cf92a129039158a6f2521182a0ca933d0bfcce9fa438cf95d1223ec0acf9d
122092,637,Departamento De Informática Educativa,1709849162,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
122093,519,Dpto Ciencias Administrativas,1709849334,editingteacher,c7e22e7089153619e84303fa09c9fe703c7379ce206ad21b8fe3ebad84ab122f
122094,481,Departamento De Geografía Y Medio Ambien,1709850633,editingteacher,ba250db0b0fd14216dfaebb44f6d4a67ee3fbdc53bf83ca0876c529ab91ca5f5
122095,233,Dpto Ciencias Administrativas,1709850847,editingteacher,2ba3d058fc358912c7266e838ac46a2d124284ae25fdc6c980bd0db6c0b6fdf9
122097,601,Dpto De Ingeniería Ambiental,1709857512,editingteacher,21a2001acbbc82e27bb27ad413f317ef0492528c1e94700e31b84bf41d819653
122098,540,Departamento De Ingeniería Industrial,1709857708,editingteacher,35e40dc2709e6ce2ef578bf69c7ce89bb05190dd7d183dcb92130807a21e8c02
122099,523,Departamento De Ingeniería Industrial,1709858660,editingteacher,645f7bb9eadb9f987493abde9a031da2574afb1211b02acf4a4f8e3e0edec896
122100,8,Departamento de Psicopedagogía,1709858827,editingteacher,7c37b1bf75d90e9144b8d61c63a6dd025b6de534004f7fc9d40bf5c9d36a793e
